PROJECT;SEQUENCE;STEP;XPOS;YPOS;ZPOS;BASE;SHOULDER;ELBOW;WRIST;GRIP;SPEED
thuc_tap_2;1;1;30;20;10;33,69;-9,89;36,1;0;90;70
